,bitcount,blowfish,bzip2,crc32,dijkstra,gsm,jpeg-c,jpeg-d,patricia,qsort,sha,stringsearch,stringsearch2,susan,tiff2bw,tiff2rgba,tiffdither,tiffmedian
122,542313122,747032,241424942,4551130,261840,54429007,13838949,3640997,522697,140602985,403789,419396,10486798,42397174,5698969,13513815,4511008,7078640
123,542313122,747032,241424942,4551130,261840,54429007,13838949,3640997,522697,140602985,403789,419396,10486798,42397174,5698969,13513815,4511008,7078640
124,542313122,747032,241424942,4551130,261840,54429007,13838949,3640997,522697,140602985,403789,419396,10486798,42397174,5698969,13513815,4511008,7078640
125,542313122,747032,241424942,4551130,261840,54429007,13838949,3640997,522697,140602985,403789,419396,10486798,42397174,5698969,13513815,4511008,7078640
126,542313122,747032,241424942,4551130,261840,54429007,13838930,3625113,522697,140602985,403779,419396,10486798,42397174,5698969,13513816,4511008,7078640
127,542313122,747032,241424942,4551130,261840,54429007,13838930,3625113,522697,140602985,403779,419396,10486798,42397174,5698969,13513816,4511008,7078640
128,542313122,747032,241424942,4551130,261840,54429007,13838930,3625113,522697,140602985,403779,419396,10486798,42397174,5698969,13513816,4511008,7078640
129,542313122,747032,241424466,4551130,261840,54429007,13856349,3624562,522697,140602985,403779,419396,10486798,42397182,5699024,15200753,4557516,7078696
130,542313122,747032,241424466,4551130,261840,54429007,13856349,3624562,522697,140602985,403779,419396,10486798,42397182,5699024,15200753,4557516,7078696
131,542313122,747032,241424466,4551130,261840,54429007,13856349,3624562,522697,140602985,403779,419396,10486798,42397182,5699024,15200753,4557516,7078696
132,542313122,747032,241424466,4551130,261840,54429007,13856349,3624562,522697,140602985,403779,419396,10486798,42397182,5699024,15200753,4557516,7078696
133,542313122,747032,241424466,4551130,261840,54429007,13856349,3624562,522697,140602985,403779,419396,10486798,42397182,5699024,15200753,4557516,7078696
134,542313122,747032,241424466,4551130,261840,54429007,13856349,3624562,522697,140602985,403779,419396,10486798,42397182,5699024,15200753,4557516,7078696
135,542313122,747016,233276923,4396728,261840,53789068,13560742,3623614,520854,140602985,403779,419396,10486798,42397182,5698528,15205599,4557269,7078379
136,542313122,747016,233276923,4396728,261840,53789068,13560742,3623614,520854,140602985,403779,419396,10486798,42397182,5698528,15205599,4557269,7078379
137,542313122,747016,193925990,4396728,261840,53812368,13781716,3623613,520854,140602986,403786,419049,10485942,41988590,5698358,15205632,4557107,7069466
138,542313122,747016,192472773,4396728,261838,53812368,13757474,3623613,520854,140603386,403786,419362,10489777,41988586,5698373,15205548,4557103,7069455
139,542313122,747016,192472773,4396728,261838,53812368,13757474,3623613,520854,140603386,403786,419362,10489777,41988586,5698373,15205548,4557103,7069455
140,542313122,747016,192472773,4396728,261838,53812368,13757474,3623613,520854,140603386,403786,419362,10489777,41988586,5698373,15205548,4557103,7069455
141,542313122,747016,192472773,4396728,261838,53812368,13757474,3623613,520854,140603386,403786,419362,10489777,41988586,5698373,15205548,4557103,7069455
142,542313122,747016,192472773,4396728,261838,53812368,13757474,3623613,520854,140603386,403786,419362,10489777,41988586,5698373,15205548,4557103,7069455
143,542313122,746818,192472655,4396728,261838,53812373,13757485,3623620,520849,140603386,403786,419362,10489777,41988586,5698361,15205544,4557110,7069451
144,542313122,746818,192472655,4396728,261838,53812373,13757485,3623620,520849,140603386,403786,419362,10489777,41988586,5698361,15205544,4557110,7069451
145,542313122,746818,192472655,4396728,261838,53812373,13757485,3623620,520849,140603386,403786,419362,10489777,41988586,5698361,15205544,4557110,7069451
146,542313122,746818,192472655,4396728,261838,53812373,13757485,3623620,520849,140603386,403786,419362,10489777,41988586,5698361,15205544,4557110,7069451
147,542313122,746818,192472655,4396728,261838,53812373,13757485,3623620,520849,140603386,403786,419362,10489777,41988586,5698361,15205544,4557110,7069451
